Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
640724076,9/6/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/6/2018,081143241 1 Power Factor,Power Factor,0.699409,0.702179,0.702159,0.704369,0.709573,0.728474,0.730302,0.7506,0.759884,0.769079,0.782704,0.784914,0.790444,0.787123,0.790006,0.741532,0.713846,0.726062,0.697277,0.698069,0.69639,0.692756,0.691906,0.697925
640724076,9/6/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/6/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/6/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/6/2018,891980712-R0819 1,kWh,343.44,345.12,342.84,343.68,359.16,391.08,413.16,447.48,471.12,471.24,493.8,517.8,518.64,500.76,495.6,419.88,386.4,391.08,362.52,351.72,345.84,341.88,342.6,335.64
640724076,9/6/2018,891980712-R0819 2,kVARh,351,349.92,347.64,346.32,356.64,367.32,386.28,393.72,402.96,391.56,392.64,408.72,401.88,392.4,384.48,378.96,378.96,369.72,372.6,360.84,356.4,355.92,357.48,344.4
640724076,9/6/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/6/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/7/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/7/2018,081143241 1 Power Factor,Power Factor,0.693648,0.686852,0.688244,0.687368,0.691461,0.712282,0.708229,0.725115,0.734105,0.736838,0.730551,0.704508,0.723633,0.700249,0.701363,0.69411,0.692069,0.68911,0.689277,0.688,0.672101,0.667093,0.670587,0.678773
640724076,9/7/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/7/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/7/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/7/2018,891980712-R0819 1,kWh,331.68,330.6,328.32,328.44,330.36,355.2,357.96,384,392.28,382.92,389.4,367.8,376.68,360.96,359.4,347.28,343.68,334.56,331.08,324,312,302.16,296.16,294.36
640724076,9/7/2018,891980712-R0819 2,kVARh,344.4,349.8,346.08,347.04,345.12,349.92,356.52,364.68,362.88,351.36,363.96,370.32,359.16,367.92,365.28,360.12,358.44,351.6,348,341.76,343.56,337.44,327.6,318.48
640724076,9/7/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/7/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/8/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/8/2018,081143241 1 Power Factor,Power Factor,0.673911,0.672172,0.673305,0.66912,0.674687,0.669789,0.65834,0.65224,0.664012,0.662204,0.662896,0.657811,0.660502,0.649516,0.652211,0.652643,0.656881,0.653064,0.666835,0.663913,0.658844,0.668121,0.671732,0.666303
640724076,9/8/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/8/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/8/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/8/2018,891980712-R0819 1,kWh,294,287.52,293.64,285.84,287.16,290.16,282,287.16,290.4,293.04,290.16,290.52,292.44,285.36,285.48,285.6,288.12,286.08,288.84,283.92,277.92,279.84,278.04,270
640724076,9/8/2018,891980712-R0819 2,kVARh,322.32,316.68,322.44,317.4,314.16,321.6,322.44,333.72,326.88,331.56,327.72,332.64,332.4,334.08,331.8,331.56,330.72,331.68,322.8,319.8,317.4,311.64,306.6,302.16
640724076,9/8/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/8/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/9/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/9/2018,081143241 1 Power Factor,Power Factor,0.668258,0.667875,0.670665,0.668892,0.668319,0.659831,0.652062,0.655975,0.649965,0.649607,0.646509,0.640914,0.653685,0.642759,0.651825,0.651019,0.652925,0.655767,0.668827,0.664247,0.657176,0.661917,0.664549,0.66545
640724076,9/9/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/9/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/9/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/9/2018,891980712-R0819 1,kWh,267,264.24,263.76,260.88,261,263.4,263.28,267.84,270.84,275.64,273,275.88,279.24,275.28,273.72,273.36,272.28,264.72,272.04,265.68,262.92,263.04,260.4,259.2
640724076,9/9/2018,891980712-R0819 2,kVARh,297.24,294.48,291.72,289.92,290.52,300,306.12,308.16,316.68,322.56,322.2,330.36,323.28,328.08,318.48,318.72,315.84,304.8,302.4,299.04,301.56,297.96,292.8,290.76
640724076,9/9/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/9/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/10/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/10/2018,081143241 1 Power Factor,Power Factor,0.665644,0.664373,0.678406,0.684329,0.687682,0.675579,0.682155,0.686434,0.702952,0.699659,0.698545,0.705256,0.707545,0.704367,0.687111,0.68052,0.672222,0.680636,0.681313,0.686577,0.668537,0.651756,0.653349,0.665475
640724076,9/10/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/10/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/10/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/10/2018,891980712-R0819 1,kWh,259.56,257.4,269.52,274.68,280.92,293.76,305.4,314.04,321.24,317.52,324.36,335.88,334.44,332.88,314.4,300.84,299.4,298.32,289.08,289.08,278.04,269.16,265.68,264.48
640724076,9/10/2018,891980712-R0819 2,kVARh,291,289.56,291.84,292.68,296.52,320.64,327.36,332.64,324.96,324.24,332.28,337.32,333.72,335.4,332.4,323.88,329.76,321.12,310.56,306.12,309.12,313.2,307.92,296.64
640724076,9/10/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/10/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/11/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/11/2018,081143241 1 Power Factor,Power Factor,0.660197,0.666188,0.66512,0.666637,0.667997,0.661951,0.681878,0.68836,0.704973,0.718577,0.719755,0.734929,0.746316,0.744198,0.731085,0.712226,0.694223,0.685116,0.684112,0.673786,0.664127,0.671401,0.668359,0.668921
640724076,9/11/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/11/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/11/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/11/2018,891980712-R0819 1,kWh,263.16,267.12,269.04,271.2,275.52,287.28,314.04,332.76,338.52,349.92,364.92,398.4,404.52,404.88,388.92,364.8,350.16,334.08,321.6,309.96,309.36,301.56,299.4,295.44
640724076,9/11/2018,891980712-R0819 2,kVARh,299.4,299.04,302.04,303.24,307.08,325.08,336.84,350.64,340.56,338.4,351.84,367.44,360.72,363.48,362.76,359.4,362.88,354.96,342.84,339.96,348.24,332.88,333.24,328.32
640724076,9/11/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/11/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/12/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/12/2018,081143241 1 Power Factor,Power Factor,0.664077,0.665055,0.664971,0.663081,0.675777,0.685678,0.71141,0.731843,0.735526,0.724448,0.727462,0.725565,0.725825,0.709557,0.702519,0.691668,0.668019,0.683704,0.678173,0.670908,0.674534,0.675926,0.67342,0.67977
640724076,9/12/2018,081143241 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/12/2018,081143241 3,kWh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/12/2018,081143241 4,kVARh,,,,,,,,,,,,,,,,,,,,,,,,
640724076,9/12/2018,891980712-R0819 1,kWh,291.84,291.84,292.32,290.4,300.12,317.64,358.08,394.2,399.24,386.64,388.92,394.32,391.92,378.36,374.64,352.68,331.08,337.08,328.32,315.48,308.16,309.72,306.12,311.52
640724076,9/12/2018,891980712-R0819 2,kVARh,328.56,327.72,328.32,327.84,327.12,337.08,353.64,366.84,367.68,367.92,366.84,374.04,371.16,375.72,379.44,367.92,368.76,359.76,355.8,348.72,337.44,337.68,336,336.12
640724076,9/12/2018,891980712-R0819 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/12/2018,891980712-R0819 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640724076,9/13/2018,081143241 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,
