Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
1403187030B 700133,10/29/2018,1 kWh,kWh,108.78,110.88,110.04,114.24,113.82,118.44,120.12,139.86,224.7,332.64,323.4,334.32,306.6,115.92,117.6,134.4,133.56,131.88,222.6,218.4,135.24,133.98,126.0,114.24
1403187030B 700133,10/30/2018,1 kWh,kWh,116.76,115.08,114.66,120.54,119.28,119.7,131.88,128.52,239.82,343.14,528.36,489.72,418.32,371.7,426.72,270.48,459.06,406.56,469.56,298.62,350.7,251.58,128.94,157.92
1403187030B 700133,10/31/2018,1 kWh,kWh,138.18,112.14,108.78,117.6,118.86,120.96,113.82,115.08,118.86,123.48,798.84,1995.42,1307.46,388.08,458.22,520.38,556.92,609.84,599.34,676.62,464.52,134.4,118.44,114.24
1403187030B 700133,11/1/2018,1 kWh,kWh,125.16,128.52,126.0,135.66,112.98,114.66,117.18,119.28,125.58,116.34,113.4,117.18,244.02,294.42,561.12,693.84,711.06,945.42,874.86,637.14,663.6,511.14,435.96,217.14
1403187030B 700133,11/2/2018,1 kWh,kWh,130.2,120.54,113.82,115.92,117.6,111.3,139.02,165.06,139.44,241.08,322.98,466.2,553.56,397.32,506.52,556.5,653.94,884.52,888.72,667.38,978.6,1008.42,841.26,763.14
1403187030B 700133,11/3/2018,1 kWh,kWh,717.78,375.9,363.72,338.94,246.96,121.38,112.14,139.44,146.58,322.14,270.48,528.36,530.04,412.86,201.6,131.46,121.38,116.76,179.34,201.18,548.52,538.44,646.38,623.7
1403187030B 700133,11/4/2018,1 kWh,kWh,624.54,684.18,472.92,476.28,424.62,431.34,266.7,225.12,159.18,124.32,123.48,124.74,113.82,125.58,123.9,125.58,123.48,116.34,113.82,117.6,118.44,119.7,125.16,120.54
1403187030B 700133,11/5/2018,1 kWh,kWh,120.54,120.12,115.92,115.5,113.82,115.92,125.16,165.06,396.9,678.3,651.84,526.68,567.84,741.3,714.0,621.6,304.92,185.64,170.1,190.68,349.86,238.14,112.98,116.76
1403187030B 700133,11/6/2018,1 kWh,kWh,115.5,112.14,111.72,120.96,253.26,215.46,255.36,144.9,223.44,118.86,118.44,118.44,120.54,111.3,118.02,179.34,203.7,196.56,391.02,491.82,643.86,417.9,222.6,224.7
1403187030B 700133,11/7/2018,1 kWh,kWh,142.38,115.5,125.58,115.5,112.14,112.14,116.76,115.08,113.82,154.14,171.36,124.74,124.32,264.6,437.64,424.2,386.82,280.98,367.08,486.78,425.88,247.8,136.5,209.16
1403187030B 700133,11/8/2018,1 kWh,kWh,135.24,115.08,120.54,114.24,119.28,119.7,115.92,118.86,125.16,117.6,115.92,126.42,115.08,174.72,285.18,210.42,325.5,463.26,373.38,376.32,519.96,345.24,209.58,195.72
1403187030B 700133,11/9/2018,1 kWh,kWh,160.02,206.64,131.88,127.68,136.08,113.82,118.86,110.88,115.08,121.8,213.36,204.96,141.54,504.42,576.24,470.82,378.42,503.58,517.44,427.56,490.98,309.54,123.06,275.1
1403187030B 700133,11/10/2018,1 kWh,kWh,325.08,274.26,167.58,146.58,120.54,117.18,115.5,113.4,153.3,327.6,277.2,306.18,234.36,201.6,112.98,123.9,169.26,128.94,192.36,369.18,465.36,448.14,443.94,476.28
1403187030B 700133,11/11/2018,1 kWh,kWh,312.48,254.52,304.08,176.4,118.02,118.02,110.04,118.44,110.04,117.18,113.82,111.3,114.24,119.28,112.14,113.82,117.18,108.78,116.34,112.98,113.82,102.9,631.26,967.68
1403187030B 700133,11/12/2018,1 kWh,kWh,111.3,106.26,109.2,108.36,106.68,109.62,125.16,120.96,123.48,143.64,297.78,202.86,236.46,300.3,326.76,195.72,222.6,142.8,128.1,123.48,128.94,122.64,120.12,113.4
1403187030B 700133,11/13/2018,1 kWh,kWh,112.14,126.84,124.74,118.44,183.96,254.52,134.4,119.28,153.3,223.02,1259.16,398.58,213.36,164.22,183.12,324.66,409.5,265.44,472.5,346.92,202.44,129.78,129.78,131.88
1403187030B 700133,11/14/2018,1 kWh,kWh,119.28,117.18,118.44,114.66,113.4,126.42,114.24,119.28,120.12,141.12,140.28,259.98,252.84,261.24,394.38,252.84,266.7,379.26,149.52,191.52,312.06,197.82,280.14,263.76
1403187030B 700133,11/15/2018,1 kWh,kWh,133.56,147.84,117.18,115.5,112.98,115.92,117.6,119.7,1092.42,1715.7,1913.52,2089.5,2136.96,1371.3,320.88,318.36,353.64,336.84,457.8,442.68,300.3,301.98,314.58,204.96
1403187030B 700133,11/16/2018,1 kWh,kWh,131.88,136.5,137.76,131.88,123.48,122.64,115.08,109.2,117.6,213.36,321.72,333.9,404.88,522.9,369.18,176.4,209.58,144.48,165.06,367.5,352.38,316.26,711.9,1792.56
1403187030B 700133,11/17/2018,1 kWh,kWh,1796.76,1821.96,1742.58,1775.34,1745.1,1798.44,2090.34,2123.52,2228.1,2184.42,2159.64,2151.24,2150.82,1812.3,1857.24,1856.4,458.22,139.44,394.8,463.68,438.48,440.58,396.48,405.3
1403187030B 700133,11/18/2018,1 kWh,kWh,317.52,328.44,159.6,121.38,120.96,117.6,118.86,118.02,160.02,218.4,214.62,127.68,117.6,116.34,143.22,182.28,466.2,520.38,124.74,113.4,122.22,164.64,278.46,292.74
1403187030B 700133,11/19/2018,1 kWh,kWh,278.46,266.28,291.48,135.24,204.12,178.5,114.24,126.84,162.54,409.92,328.44,202.44,256.62,150.78,173.04,114.24,128.94,165.48,134.4,134.4,162.12,186.48,195.3,262.08
1403187030B 700133,11/20/2018,1 kWh,kWh,186.48,198.66,281.4,247.8,119.28,116.34,121.38,112.14,118.02,113.82,117.6,291.06,456.54,463.68,252.42,154.14,146.16,118.44,118.02,113.82,112.14,141.96,118.02,175.98
1403187030B 700133,11/21/2018,1 kWh,kWh,261.24,224.7,165.9,149.52,109.2,117.6,119.28,118.02,119.7,126.0,116.76,140.28,174.3,292.32,203.7,116.34,113.82,111.72,118.86,115.5,112.98,114.24,118.86,118.86
1403187030B 700133,11/22/2018,1 kWh,kWh,113.82,115.92,118.86,112.14,106.26,765.66,871.08,834.12,768.6,695.1,746.34,738.36,747.18,741.72,753.48,801.36,756.42,710.22,787.5,786.66,736.26,735.0,929.46,1099.14
1403187030B 700133,11/23/2018,1 kWh,kWh,1136.94,1319.22,1397.34,1404.48,1579.2,1744.68,1846.32,1782.06,344.4,407.82,360.78,360.36,249.9,251.58,380.1,384.72,379.68,332.64,199.92,282.24,270.06,128.52,120.12,123.9
1403187030B 700133,11/24/2018,1 kWh,kWh,116.34,116.34,120.54,118.86,115.92,119.28,120.96,117.6,116.76,116.34,128.1,142.38,141.54,162.96,212.52,342.72,511.98,388.08,225.96,261.66,265.44,265.02,259.56,162.54
1403187030B 700133,11/25/2018,1 kWh,kWh,199.08,162.12,157.08,291.48,287.28,298.2,170.52,163.8,166.32,194.88,118.02,119.7,113.82,115.5,112.98,845.46,926.94,968.1,963.9,963.48,938.28,941.22,1063.02,1422.96
