Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
25778711074,11/1/2018,605115118 1 kWh,kWh,69.479998,67.91999799999999,66.659998,67.13999799999999,64.679999,67.139999,91.799998,112.739999,120.35999699999999,126.719996,133.019997,135.11999699999998,115.379997,121.859996,115.019999,108.059998,102.899999,100.85999699999999,85.559999,88.139997,79.019998,82.799998,73.739998,67.859998
25778711074,11/2/2018,605115118 1 kWh,kWh,66.239999,67.439998,66.899998,65.999999,65.939999,66.599998,93.119996,106.139997,124.619998,124.079996,132.66,118.499998,120.539997,122.27999799999999,120.419996,120.539997,123.539998,112.79999699999999,99.539998,91.379998,83.63999799999999,78.599999,73.979998,72.11999899999999
25778711074,11/3/2018,605115118 1 kWh,kWh,73.139997,71.099998,67.859998,68.879998,68.819997,67.799998,67.799999,80.639997,82.439998,81.059998,90.479998,87.059998,90.779999,84.539997,83.519998,74.039999,71.519999,77.519999,69.179999,68.459998,69.119998,68.459999,68.459999,67.679997
25778711074,11/4/2018,605115118 1 kWh,kWh,69.539999,70.559999,69.539998,67.559999,66.539998,68.039998,68.879999,69.359999,67.799998,73.97999899999999,84.539999,87.959998,93.599998,93.47999899999999,98.039997,94.799998,84.599998,78.599998,71.519999,70.619998,69.959998,70.379998,70.679998,71.159998
25778711074,11/5/2018,605115118 1 kWh,kWh,69.659998,65.819998,65.339999,65.579999,64.859998,72.539998,100.259998,116.159998,129.599998,136.739997,129.599998,124.679997,124.139997,137.159998,117.41999799999999,111.479998,96.539998,95.519998,91.679997,91.019998,84.059998,92.819999,85.319998,80.63999799999999
25778711074,11/6/2018,605115118 1 kWh,kWh,81.11999899999999,81.899998,80.27999799999999,81.239998,81.599997,79.259998,102.959999,108.659997,124.619997,129.11999699999998,131.099997,129.659997,135.539996,139.559997,143.639998,114.299996,106.139997,103.979998,97.139999,94.13999799999999,92.339999,86.579998,86.159998,83.099998
25778711074,11/7/2018,605115118 1 kWh,kWh,84.119998,83.039998,82.739998,82.679999,82.379998,87.959998,99.779996,109.37999599999999,131.639997,140.999996,133.919996,124.319996,128.219997,136.799998,126.059998,113.039997,108.659998,88.619998,90.599998,88.439998,83.159997,91.499998,88.439999,87.479998
25778711074,11/8/2018,605115118 1 kWh,kWh,86.819999,85.439998,82.91999799999999,78.839998,82.559998,82.079998,97.85999699999999,104.879997,117.659997,120.299996,122.639997,126.599998,118.979997,114.239997,110.819997,107.459998,102.179998,99.119997,86.519998,86.519999,91.079998,86.699997,80.879998,77.819999
25778711074,11/9/2018,605115118 1 kWh,kWh,66.059999,69.359999,60.299999,63.659998,53.939999,66.299999,86.039998,91.199998,118.019997,110.999998,125.099997,137.219996,118.799996,111.899997,104.879998,87.599999,84.839998,87.179997,87.239999,91.679998,86.339999,80.399998,75.239998,71.759999
25778711074,11/10/2018,605115118 1 kWh,kWh,61.199999,53.399998,48.059999,47.879999,57.899998,49.98,47.339999,52.559998,51.659999,56.88,66.539998,67.439999,71.939999,65.939999,64.079998,68.939998,70.379999,72.539999,79.97999899999999,73.439998,65.399999,66.77999799999999,56.519999,63.239999
25778711074,11/11/2018,605115118 1 kWh,kWh,63.479997999999995,57.419998,57.719998,53.939999,54.779998,50.939999,55.019999,51.539999,54.659999,58.859998,75.779999,73.199998,82.319998,80.63999799999999,83.819997,89.459998,88.739998,86.699998,82.259998,83.699998,85.619998,76.979998,69.659998,77.939999
25778711074,11/12/2018,605115118 1 kWh,kWh,65.339999,61.139998,58.259999,60.479997999999995,61.619997999999995,61.859998,81.299998,89.999999,102.35999699999999,114.239998,126.119996,134.819996,123.119998,124.679998,119.819996,118.679997,90.179999,88.499998,85.619997,78.899999,76.85999699999999,83.579998,83.759998,79.979998
