Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
267217032,8/6/2019,081146471 1 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,96.1272,183.708,185.328,189.648,196.02,195.048,201.636,193.86,191.16,189.972,194.076,190.944
267217032,8/6/2019,081146471 1 Power Factor,Power Factor,0,0,0,0,0,0,0,0,0,0,0,0,0.685363,0.906648,0.90387,0.908242,0.906772,0.905567,0.911952,0.918458,0.916609,0.919128,0.918124,0.912206
267217032,8/6/2019,081146471 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,43.0344,85.428,87.696,87.372,91.152,91.368,90.72,83.484,83.376,81.432,83.808,85.752
267217032,8/6/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/6/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/7/2019,081146471 1 kWh,kWh,177.444,178.416,182.952,178.092,179.064,182.952,178.74,179.28,188.136,164.7,154.116,162.108,165.132,176.256,192.24,194.832,193.536,189.972,191.484,187.164,188.028,184.68,183.708,182.412
267217032,8/7/2019,081146471 1 Power Factor,Power Factor,0.914703,0.912439,0.907539,0.910901,0.916031,0.916593,0.90958,0.902008,0.909314,0.887877,0.86913,0.862444,0.864432,0.885581,0.896613,0.911888,0.91521,0.916078,0.917041,0.915189,0.911637,0.910571,0.912421,0.909495
267217032,8/7/2019,081146471 2,kVARh,78.408,80.028,84.672,80.676,78.408,79.812,81.648,85.536,86.076,85.104,87.696,95.148,96.012,92.232,94.824,87.696,85.212,83.16,83.268,82.404,84.78,83.808,82.404,83.376
267217032,8/7/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/7/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/8/2019,081146471 1 kWh,kWh,176.904,187.812,186.3,184.572,188.892,183.276,176.472,170.424,174.636,157.788,161.892,159.948,163.296,164.376,179.928,198.18,216.108,211.572,210.276,199.152,191.7,192.564,188.46,191.484
267217032,8/8/2019,081146471 1 Power Factor,Power Factor,0.91625,0.916542,0.91853,0.920969,0.915623,0.912734,0.902905,0.904945,0.898294,0.880504,0.88041,0.875852,0.873933,0.880997,0.881378,0.892225,0.905177,0.915944,0.920921,0.919063,0.920175,0.917308,0.914291,0.916671
267217032,8/8/2019,081146471 2,kVARh,77.328,81.972,80.136,78.084,82.944,81.972,84.024,80.136,85.428,84.78,86.94,88.128,90.828,88.236,96.444,100.224,101.412,92.664,88.992,85.428,81.54,83.592,83.484,83.484
267217032,8/8/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/8/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/9/2019,081146471 1 kWh,kWh,186.084,184.248,182.628,185.868,185.976,181.872,170.316,166.428,157.14,158.004,165.672,158.544,169.02,167.508,180.36,185.328,191.052,201.42,199.368,196.236,196.56,192.78,188.784,185.544
267217032,8/9/2019,081146471 1 Power Factor,Power Factor,0.917109,0.916236,0.916515,0.916729,0.915281,0.912879,0.904768,0.890317,0.884369,0.877642,0.870283,0.874591,0.888399,0.888442,0.895817,0.902361,0.909571,0.914565,0.918421,0.912607,0.909259,0.91615,0.918251,0.912523
267217032,8/9/2019,081146471 2,kVARh,80.892,80.568,79.704,81,81.864,81.324,80.136,85.104,82.944,86.292,93.744,87.912,87.156,86.292,89.424,88.452,87.264,89.1,85.86,87.912,89.964,84.348,81.432,83.16
267217032,8/9/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/9/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/10/2019,081146471 1 kWh,kWh,185.868,190.188,186.84,179.82,150.984,148.176,138.564,125.064,126.576,125.604,133.272,137.16,151.848,171.396,178.74,175.932,187.164,189.756,191.7,185.868,178.74,171.612,183.924,182.52
267217032,8/10/2019,081146471 1 Power Factor,Power Factor,0.915772,0.913926,0.917873,0.920686,0.932698,0.928812,0.917138,0.898122,0.875643,0.863887,0.865185,0.858075,0.864293,0.888993,0.891107,0.879865,0.900744,0.912424,0.916274,0.9181,0.919438,0.918501,0.912427,0.912866
267217032,8/10/2019,081146471 2,kVARh,81.54,84.456,80.784,76.248,58.428,59.076,60.156,61.236,69.768,73.224,77.112,82.08,88.128,88.236,90.936,94.824,90.18,85.104,83.808,80.244,76.464,73.872,82.512,81.648
267217032,8/10/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/10/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/11/2019,081146471 1 kWh,kWh,185.652,180.252,178.848,178.524,178.092,172.152,162,149.58,153.252,147.096,148.5,158.544,153.9,164.484,168.156,171.18,184.788,191.268,197.1,191.592,197.1,195.156,192.132,186.624
267217032,8/11/2019,081146471 1 Power Factor,Power Factor,0.913808,0.912334,0.916458,0.917412,0.91828,0.913171,0.899786,0.877305,0.866042,0.864149,0.853322,0.862528,0.863454,0.87147,0.885584,0.890141,0.901752,0.909374,0.909365,0.915245,0.91146,0.914399,0.913157,0.917128
267217032,8/11/2019,081146471 2,kVARh,82.512,80.892,78.084,77.436,76.788,76.788,78.516,81.756,88.452,85.644,90.72,92.88,89.64,92.34,87.912,87.588,88.56,87.48,90.18,84.348,88.992,86.4,85.752,81.108
267217032,8/11/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/11/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/12/2019,081146471 1 kWh,kWh,184.896,181.548,185.328,180.576,177.12,174.204,157.032,140.184,135.756,135.54,135,135,142.344,146.772,169.668,169.884,179.28,182.844,179.712,178.632,174.204,183.06,192.024,191.916
267217032,8/12/2019,081146471 1 Power Factor,Power Factor,0.917141,0.917243,0.91374,0.91605,0.91993,0.917075,0.908032,0.897145,0.886514,0.876163,0.860931,0.869884,0.877862,0.885155,0.90742,0.909596,0.912339,0.917281,0.916958,0.917723,0.922071,0.918266,0.919312,0.914738
267217032,8/12/2019,081146471 2,kVARh,80.352,78.84,82.404,79.056,75.492,75.708,72.36,69.012,70.848,74.52,79.704,76.464,77.652,77.112,78.084,77.544,80.46,79.38,78.192,77.328,73.116,78.948,82.188,84.78
267217032,8/12/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/12/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/13/2019,081146471 1 kWh,kWh,192.024,191.808,192.132,190.62,187.812,190.62,190.512,189.54,195.156,192.348,185.652,198.936,201.744,194.4,189.756,195.048,185.004,189.432,198.396,191.916,188.244,189.324,190.944,191.808
267217032,8/13/2019,081146471 1 Power Factor,Power Factor,0.917831,0.909637,0.911266,0.915076,0.918817,0.918278,0.916504,0.923298,0.923008,0.915594,0.909086,0.917016,0.916264,0.919278,0.917248,0.906739,0.911974,0.916464,0.910782,0.915178,0.920103,0.919955,0.920031,0.916561
267217032,8/13/2019,081146471 2,kVARh,83.052,87.588,86.832,84.024,80.676,82.188,83.16,78.84,81.324,84.456,84.888,86.508,88.236,83.268,82.404,90.72,83.16,82.728,89.964,84.564,80.136,80.676,81.324,83.7
267217032,8/13/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/13/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/14/2019,081146471 1 kWh,kWh,191.268,195.264,187.596,187.704,187.056,187.164,181.224,182.304,192.78,190.08,184.788,183.6,183.924,193.536,198.828,200.988,197.64,190.944,195.264,196.344,190.62,194.076,188.028,184.896
267217032,8/14/2019,081146471 1 Power Factor,Power Factor,0.911311,0.908252,0.916726,0.918163,0.91922,0.919264,0.913361,0.905209,0.905942,0.911536,0.907466,0.915044,0.903481,0.898762,0.907341,0.912179,0.914939,0.915883,0.922043,0.918434,0.91807,0.914311,0.915909,0.917929
267217032,8/14/2019,081146471 2,kVARh,86.4,89.964,81.756,81,80.136,80.136,80.784,85.644,90.072,85.752,85.536,80.892,87.264,94.176,92.124,90.288,87.156,83.7,81.972,84.564,82.296,85.968,82.404,79.92
267217032,8/14/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/14/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/15/2019,081146471 1 kWh,kWh,186.948,187.92,189.216,187.164,187.92,179.496,163.296,167.184,165.024,161.784,162.432,160.92,160.056,168.048,172.692,181.98,194.832,195.264,199.044,192.348,188.676,187.812,188.568,189.648
267217032,8/15/2019,081146471 1 Power Factor,Power Factor,0.914462,0.909776,0.907099,0.912674,0.914668,0.918971,0.91009,0.901043,0.886843,0.888618,0.886016,0.885458,0.884161,0.886036,0.892084,0.899125,0.906711,0.913343,0.91911,0.92105,0.917925,0.917844,0.91263,0.911192
267217032,8/15/2019,081146471 2,kVARh,82.728,85.752,87.804,83.808,83.052,77.004,74.304,80.46,85.968,83.484,84.996,84.456,84.564,87.912,87.48,88.56,90.612,87.048,85.32,81.324,81.54,81.216,84.456,85.752
267217032,8/15/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/15/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/16/2019,081146471 1 kWh,kWh,184.248,183.384,191.484,190.188,191.484,179.496,175.176,184.68,179.928,165.024,152.496,155.844,152.388,165.564,174.96,194.292,193.104,199.8,200.016,196.128,196.992,193.86,192.78,190.188
267217032,8/16/2019,081146471 1 Power Factor,Power Factor,0.917217,0.915743,0.917962,0.917004,0.920244,0.92218,0.910671,0.90639,0.911598,0.901999,0.884536,0.881128,0.876178,0.876134,0.892761,0.903258,0.910889,0.91603,0.919453,0.918804,0.91377,0.919923,0.921189,0.919664
267217032,8/16/2019,081146471 2,kVARh,80.028,80.46,82.728,82.728,81.432,75.276,79.488,86.076,81.108,78.84,80.352,83.592,83.808,91.044,88.236,92.232,87.48,87.48,85.536,84.24,87.588,82.62,81.432,81.216
267217032,8/16/2019,081146471 3,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267217032,8/16/2019,081146471 4,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
