Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
7713869005 BROCKTON NEIGHBORHD,1/1/2019,1 kWh,kWh,97.08,94.32,94.68,93,94.08,93.36,93.48,105.96,107.28,107.88,109.8,110.04,107.16,109.56,111.96,111.24,105.72,109.08,108.48,102,95.64,95.64,94.68,96.12
7713869005 BROCKTON NEIGHBORHD,1/1/2019,1 Power Factor,Power Factor,88.51467,88.313616,87.961247,87.767573,87.794584,87.50738,87.723641,89.643851,89.946827,89.991259,89.621748,89.644138,90.114971,90.309869,90.05912,90.527752,90.452016,90.810486,90.219527,89.818543,88.458448,88.259668,88.055925,87.828153
7713869005 BROCKTON NEIGHBORHD,1/1/2019,2,kVAh,109.68,106.8,107.64,105.96,107.16,106.68,106.56,118.2,119.28,119.88,122.52,122.76,118.92,121.32,124.32,122.88,116.88,120.12,120.24,113.52,108.12,108.36,107.52,109.44
7713869005 BROCKTON NEIGHBORHD,1/2/2019,1 kWh,kWh,96.12,97.56,96.48,95.88,97.32,95.4,131.16,169.92,209.64,233.52,237.84,240.6,248.16,250.2,248.52,242.52,234.6,215.64,199.2,185.28,148.56,134.04,128.28,130.2
7713869005 BROCKTON NEIGHBORHD,1/2/2019,1 Power Factor,Power Factor,87.917201,87.796476,87.576781,87.899502,86.998165,88.134719,88.789763,92.210798,94.382341,95.110665,95.152023,95.339961,95.080544,95.03156,95.085596,95.332333,95.548639,95.379223,95.130334,95.067706,94.427236,93.864317,93.284004,93.302
7713869005 BROCKTON NEIGHBORHD,1/2/2019,2,kVAh,109.32,111.12,110.16,109.08,111.96,108.24,147.6,184.2,222.12,245.52,249.96,252.36,261,263.28,261.36,254.4,245.52,226.08,209.4,194.88,157.32,142.8,137.52,139.56
7713869005 BROCKTON NEIGHBORHD,1/3/2019,1 kWh,kWh,125.88,121.92,118.92,116.4,113.16,108.84,135.6,171.84,213.36,241.2,239.16,252.48,255.6,255.36,254.88,254.64,243.12,229.44,205.2,190.2,157.8,149.76,142.92,140.28
7713869005 BROCKTON NEIGHBORHD,1/3/2019,1 Power Factor,Power Factor,93.161626,92.53384,91.75898,91.515505,91.019905,90.791489,90.74256,93.095834,94.703022,95.577464,95.452531,94.860112,95.132205,94.955585,94.73738,95.032634,95.209974,94.891681,95.156172,94.86061,95.012023,94.61595,93.855092,93.974482
7713869005 BROCKTON NEIGHBORHD,1/3/2019,2,kVAh,135.12,131.76,129.6,127.2,124.32,119.88,149.4,184.56,225.24,252.36,250.56,266.16,268.68,268.92,269.04,267.96,255.36,241.8,215.64,200.52,166.08,158.28,152.28,149.28
7713869005 BROCKTON NEIGHBORHD,1/4/2019,1 kWh,kWh,136.8,135.6,131.28,123,120.84,121.32,147.48,166.92,213.36,238.56,249.72,250.68,251.04,249.48,250.56,244.92,232.68,209.76,167.64,154.32,143.52,143.76,133.08,133.2
