Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
0918901005 NPP DEVELOPMENT LLC,12/19/2018,1 kWh,kWh,48.84,49.2,48.64,44.08,43.88,43.44,64.64,66.12,72.88,77.52,72.64,69.56,68.8,69.96,71.48,74.96,75.44,69.12,67.44,67.72,67.6,43.12,29.28,29.12
0918901005 NPP DEVELOPMENT LLC,12/19/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/20/2018,1 kWh,kWh,29.52,29.88,29.52,29.52,29.6,29.6,50.8,53,58.92,64.48,75.56,73.08,66.44,67.16,65.6,66.36,63.88,57.04,55,54.56,54.44,29.04,28.32,28.36
0918901005 NPP DEVELOPMENT LLC,12/20/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/21/2018,1 kWh,kWh,28.44,28.04,29.2,42.84,42.64,42.6,72.92,86.12,95.72,105.72,114,120.56,122.92,124.68,122.72,120.36,119.72,112.56,86.2,99.88,97.08,44.44,43.36,43.12
0918901005 NPP DEVELOPMENT LLC,12/21/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/22/2018,1 kWh,kWh,43.4,43.04,42.92,43,42.6,42.8,79.6,83,80.96,81.32,84.84,68.96,64.24,63.68,64.84,67.16,67.32,65.24,63.44,62.84,60.72,32.48,29.6,29.8
0918901005 NPP DEVELOPMENT LLC,12/22/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/23/2018,1 kWh,kWh,29.6,29.88,29.36,29.48,29.64,29.76,50.84,55.64,65.04,79.68,68.96,63.48,59.8,55.04,63.64,65.16,70.24,68.6,74.92,68,65.52,42.32,42.56,42.32
0918901005 NPP DEVELOPMENT LLC,12/23/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/24/2018,1 kWh,kWh,42.04,42.36,42.28,42.24,42.4,41.68,62.48,64.28,67.4,74.2,75.64,76.52,67.48,62.16,61.08,62.96,60.96,54.52,54.28,54.2,54.28,30.2,30,30.56
0918901005 NPP DEVELOPMENT LLC,12/24/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/25/2018,1 kWh,kWh,30.24,30.44,30.8,30.96,30.6,30.28,51.52,52.72,53.12,57.8,53.84,48.96,48.24,49.84,52.64,57.24,58.72,57.92,58.36,58.48,58.72,35.24,35.6,36.04
0918901005 NPP DEVELOPMENT LLC,12/25/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/26/2018,1 kWh,kWh,36.36,36.28,36.24,31.96,31.84,31.36,53.04,53.92,58.68,76.44,75.2,71.92,71.2,71.56,75.48,77.96,77.12,69.48,66.8,67.64,66.52,41.88,42.36,42.68
0918901005 NPP DEVELOPMENT LLC,12/26/2018,4 kWh,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918901005 NPP DEVELOPMENT LLC,12/27/2018,1 kWh,kWh,41.96,42.56,42.36,42.24,42.44,42.32,62.96,64.68,66.28,74.84,75.48,72.56,70.48,72.6,75.8,73.56,65.24,57.32,53.8,55.16,54.28,30.24,30.44,30.48
