Account,Date,Channel,Units,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00:00
944228097,7/31/2018,094422800 1 kWh,kWh,1949.76,1929.6,1936.8,1913.76,1916.64,1967.04,2046.24,2253.6,2414.88,2344.32,2296.8,2314.08,2342.88,2354.4,2308.32,2293.92,2262.24,2253.6,2250.72,2217.6,2184.48,2206.08,2174.4,2147.04
944228097,7/31/2018,894664142-R0619 1,kWh,1150.56,1149.12,1159.2,1146.24,1150.56,1164.96,1179.36,1200.96,1219.68,1224,1232.64,1228.32,1231.2,1234.08,1242.72,1231.2,1226.88,1215.36,1211.04,1202.4,1183.68,1185.12,1185.12,1175.04
944228097,7/31/2018,894664332-R0619 1,kWh,799.2,780.48,777.6,767.52,766.08,802.08,866.88,1052.64,1195.2,1120.32,1064.16,1085.76,1111.68,1120.32,1065.6,1062.72,1035.36,1038.24,1039.68,1015.2,1000.8,1020.96,989.28,972
944228097,8/1/2018,094422800 1 kWh,kWh,2122.56,2089.44,2093.76,2105.28,2118.24,2160,2208.96,2193.12,2144.16,2504.16,2540.16,2671.2,2664,2607.84,2586.24,2573.28,2505.6,2462.4,2443.68,2429.28,2410.56,2380.32,2340,2344.32
944228097,8/1/2018,894664142-R0619 1,kWh,1176.48,1172.16,1179.36,1173.6,1176.48,1183.68,1225.44,1234.08,1247.04,1245.6,1248.48,1260,1274.4,1280.16,1264.32,1264.32,1252.8,1234.08,1231.2,1221.12,1215.36,1213.92,1199.52,1200.96
944228097,8/1/2018,894664332-R0619 1,kWh,946.08,917.28,914.4,931.68,941.76,976.32,983.52,959.04,897.12,1258.56,1291.68,1411.2,1389.6,1327.68,1321.92,1308.96,1252.8,1228.32,1212.48,1208.16,1195.2,1166.4,1140.48,1143.36
944228097,8/2/2018,094422800 1 kWh,kWh,2314.08,2312.64,2311.2,2325.6,2327.04,2354.4,2442.24,2538.72,2606.4,2760.48,2704.32,2756.16,2754.72,2740.32,2676.96,2769.12,2715.84,2630.88,2568.96,2528.64,2512.8,2501.28,2478.24,2453.76
944228097,8/2/2018,894664142-R0619 1,kWh,1200.96,1198.08,1200.96,1199.52,1202.4,1215.36,1231.2,1247.04,1252.8,1251.36,1262.88,1272.96,1277.28,1287.36,1284.48,1280.16,1261.44,1252.8,1231.2,1224,1216.8,1212.48,1203.84,1203.84
944228097,8/2/2018,894664332-R0619 1,kWh,1113.12,1114.56,1110.24,1126.08,1124.64,1139.04,1211.04,1291.68,1353.6,1509.12,1441.44,1483.2,1477.44,1452.96,1392.48,1488.96,1454.4,1378.08,1337.76,1304.64,1296,1288.8,1274.4,1249.92
944228097,8/3/2018,094422800 1 kWh,kWh,2433.6,2414.88,2380.32,2377.44,2383.2,2452.32,2505.6,2656.8,2772,2748.96,2841.12,2851.2,2903.04,2928.96,2809.44,2688.48,2666.88,2527.2,2471.04,2455.2,2403.36,2394.72,2394.72,2396.16
944228097,8/3/2018,894664142-R0619 1,kWh,1196.64,1198.08,1195.2,1195.2,1189.44,1212.48,1229.76,1249.92,1262.88,1268.64,1285.92,1285.92,1268.64,1280.16,1271.52,1262.88,1257.12,1235.52,1231.2,1241.28,1218.24,1218.24,1208.16,1209.6
944228097,8/3/2018,894664332-R0619 1,kWh,1236.96,1216.8,1185.12,1182.24,1193.76,1239.84,1275.84,1406.88,1509.12,1480.32,1555.2,1565.28,1634.4,1648.8,1537.92,1425.6,1409.76,1291.68,1239.84,1213.92,1185.12,1176.48,1186.56,1186.56
944228097,8/4/2018,094422800 1 kWh,kWh,2430.72,2423.52,2413.44,2399.04,2419.2,2436.48,2471.04,2437.92,2439.36,2499.84,2524.32,2504.16,2532.96,2580.48,2570.4,2551.68,2512.8,2463.84,2427.84,2387.52,2376,2383.2,2383.2,2373.12
944228097,8/4/2018,894664142-R0619 1,kWh,1212.48,1208.16,1203.84,1198.08,1206.72,1203.84,1219.68,1252.8,1257.12,1265.76,1272.96,1255.68,1242.72,1242.72,1251.36,1238.4,1232.64,1218.24,1211.04,1208.16,1212.48,1212.48,1208.16,1202.4
944228097,8/4/2018,894664332-R0619 1,kWh,1218.24,1215.36,1209.6,1200.96,1212.48,1232.64,1251.36,1185.12,1182.24,1234.08,1251.36,1248.48,1290.24,1337.76,1319.04,1313.28,1280.16,1245.6,1216.8,1179.36,1163.52,1170.72,1175.04,1170.72
944228097,8/5/2018,094422800 1 kWh,kWh,2352.96,2304,2283.84,2263.68,2244.96,2253.6,1679.04,1756.8,1884.96,2437.92,2550.24,2518.56,2469.6,2455.2,2488.32,2479.68,2450.88,2413.44,2414.88,2443.68,2413.44,2393.28,2367.36,2351.52
944228097,8/5/2018,894664142-R0619 1,kWh,1205.28,1203.84,1199.52,1199.52,1199.52,1203.84,616.32,614.88,714.24,1228.32,1235.52,1235.52,1219.68,1219.68,1224,1225.44,1216.8,1209.6,1205.28,1209.6,1205.28,1206.72,1195.2,1202.4
944228097,8/5/2018,894664332-R0619 1,kWh,1147.68,1100.16,1084.32,1064.16,1045.44,1049.76,1062.72,1141.92,1170.72,1209.6,1314.72,1283.04,1249.92,1235.52,1264.32,1254.24,1234.08,1203.84,1209.6,1234.08,1208.16,1186.56,1172.16,1149.12
944228097,8/6/2018,094422800 1 kWh,kWh,2337.12,2325.6,2304,2295.36,2305.44,2371.68,2409.12,2473.92,2599.2,2721.6,2846.88,2962.08,3028.32,3130.56,3313.44,3304.8,3221.28,3176.64,3097.44,2998.08,2869.92,2782.08,2757.6,2707.2
944228097,8/6/2018,894664142-R0619 1,kWh,1200.96,1200.96,1190.88,1196.64,1198.08,1200.96,1219.68,1231.2,1244.16,1254.24,1270.08,1278.72,1277.28,1283.04,1284.48,1280.16,1271.52,1271.52,1252.8,1254.24,1234.08,1232.64,1225.44,1212.48
944228097,8/6/2018,894664332-R0619 1,kWh,1136.16,1124.64,1113.12,1098.72,1107.36,1170.72,1189.44,1242.72,1355.04,1467.36,1576.8,1683.36,1751.04,1847.52,2028.96,2024.64,1949.76,1905.12,1844.64,1743.84,1635.84,1549.44,1532.16,1494.72
944228097,8/7/2018,094422800 1 kWh,kWh,2685.6,2646.72,2628,2606.4,2566.08,2616.48,2704.32,2810.88,2914.56,3055.68,3120.48,3234.24,3120.48,3192.48,3240,3240,3218.4,3111.84,2931.84,2880,2783.52,2747.52,2672.64,2602.08
944228097,8/7/2018,894664142-R0619 1,kWh,1215.36,1211.04,1205.28,1202.4,1211.04,1218.24,1226.88,1244.16,1255.68,1277.28,1280.16,1283.04,1316.16,1311.84,1308.96,1304.64,1285.92,1278.72,1260,1261.44,1241.28,1231.2,1221.12,1218.24
944228097,8/7/2018,894664332-R0619 1,kWh,1470.24,1435.68,1422.72,1404,1355.04,1398.24,1477.44,1566.72,1658.88,1778.4,1840.32,1951.2,1804.32,1880.64,1931.04,1935.36,1932.48,1833.12,1671.84,1618.56,1542.24,1516.32,1451.52,1383.84
944228097,8/8/2018,094422800 1 kWh,kWh,2579.04,2553.12,2524.32,2540.16,2560.32,2590.56,2694.24,2761.92,2761.92,2943.36,2967.84,2983.68,3018.24,3134.88,3221.28,3199.68,3196.8,3058.56,2852.64,2835.36,2730.24,2760.48,2717.28,2640.96
944228097,8/8/2018,894664142-R0619 1,kWh,1211.04,1209.6,1203.84,1200.96,1202.4,1221.12,1251.36,1261.44,1236.96,1287.36,1287.36,1293.12,1278.72,1311.84,1343.52,1340.64,1334.88,1303.2,1291.68,1270.08,1254.24,1244.16,1236.96,1228.32
944228097,8/8/2018,894664332-R0619 1,kWh,1368,1343.52,1320.48,1339.2,1357.92,1369.44,1442.88,1500.48,1524.96,1656,1680.48,1690.56,1739.52,1823.04,1877.76,1859.04,1861.92,1755.36,1560.96,1565.28,1476,1516.32,1480.32,1412.64
944228097,8/9/2018,094422800 1 kWh,kWh,2597.76,2573.28,2545.92,2509.92,2548.8,2597.76,2682.72,2786.4,2855.52,2845.44,2894.4,2890.08,2888.64,2910.24,2939.04,2799.36,2787.84,2655.36,2576.16,2561.76,2491.2,2436.48,2422.08,2429.28
944228097,8/9/2018,894664142-R0619 1,kWh,1226.88,1218.24,1219.68,1212.48,1216.8,1228.32,1249.92,1258.56,1281.6,1293.12,1293.12,1300.32,1304.64,1310.4,1304.64,1298.88,1288.8,1277.28,1268.64,1272.96,1251.36,1241.28,1232.64,1232.64
944228097,8/9/2018,894664332-R0619 1,kWh,1370.88,1355.04,1326.24,1297.44,1332,1369.44,1432.8,1527.84,1573.92,1552.32,1601.28,1589.76,1584,1599.84,1634.4,1500.48,1499.04,1378.08,1307.52,1288.8,1239.84,1195.2,1189.44,1196.64
944228097,8/10/2018,094422800 1 kWh,kWh,2403.36,2371.68,2355.84,2324.16,2332.8,2450.88,2478.24,2538.72,2687.04,2674.08,2679.84,2712.96,2671.2,2646.72,2226.24,3228.48,2956.32,2884.32,2714.4,2714.4,2629.44,2517.12,2476.8,2407.68
944228097,8/10/2018,894664142-R0619 1,kWh,1225.44,1226.88,1222.56,1216.8,1216.8,1225.44,1248.48,1277.28,1311.84,1258.56,1192.32,1126.08,1091.52,1068.48,1075.68,1330.56,1326.24,1308.96,1288.8,1280.16,1264.32,1261.44,1251.36,1251.36
944228097,8/10/2018,894664332-R0619 1,kWh,1177.92,1144.8,1133.28,1107.36,1116,1225.44,1229.76,1261.44,1375.2,1415.52,1487.52,1586.88,1579.68,1578.24,1150.56,1897.92,1630.08,1575.36,1425.6,1434.24,1365.12,1255.68,1225.44,1156.32
944228097,8/11/2018,094422800 1 kWh,kWh,2407.68,2328.48,2298.24,2311.2,2332.8,2328.48,2368.8,2437.92,2468.16,2530.08,2586.24,2583.36,2633.76,2659.68,2678.4,2652.48,2607.84,2633.76,2586.24,2567.52,2498.4,2478.24,2494.08,2455.2
944228097,8/11/2018,894664142-R0619 1,kWh,1247.04,1247.04,1239.84,1235.52,1239.84,1241.28,1255.68,1270.08,1278.72,1307.52,1303.2,1287.36,1300.32,1307.52,1301.76,1296,1271.52,1268.64,1262.88,1239.84,1236.96,1241.28,1234.08,1235.52
944228097,8/11/2018,894664332-R0619 1,kWh,1160.64,1081.44,1058.4,1075.68,1092.96,1087.2,1113.12,1167.84,1189.44,1222.56,1283.04,1296,1333.44,1352.16,1376.64,1356.48,1336.32,1365.12,1323.36,1327.68,1261.44,1236.96,1260,1219.68
944228097,8/12/2018,094422800 1 kWh,kWh,2417.76,2401.92,2414.88,2378.88,2381.76,2458.08,2432.16,2508.48,2557.44,2613.6,2636.64,2636.64,2678.4,2698.56,2700,2653.92,2633.76,2560.32,2584.8,2544.48,2507.04,2492.64,2488.32,2430.72
944228097,8/12/2018,894664142-R0619 1,kWh,1232.64,1232.64,1222.56,1218.24,1228.32,1232.64,1229.76,1236.96,1254.24,1272.96,1293.12,1277.28,1278.72,1291.68,1268.64,1257.12,1260,1249.92,1245.6,1245.6,1247.04,1245.6,1242.72,1234.08
