12/19/2018 1:00,2043.3,12/19/2018 1:00,,12/19/2018 1:00,2043.3
12/19/2018 2:00,2025.24,12/19/2018 2:00,,12/19/2018 2:00,2025.24
12/19/2018 3:00,2079.84,12/19/2018 3:00,,12/19/2018 3:00,2079.84
12/19/2018 4:00,2027.34,12/19/2018 4:00,,12/19/2018 4:00,2027.34
12/19/2018 5:00,2049.6,12/19/2018 5:00,,12/19/2018 5:00,2049.6
12/19/2018 6:00,2180.64,12/19/2018 6:00,,12/19/2018 6:00,2180.64
12/19/2018 7:00,2164.26,12/19/2018 7:00,,12/19/2018 7:00,2164.26
12/19/2018 8:00,2199.12,12/19/2018 8:00,,12/19/2018 8:00,2199.12
12/19/2018 9:00,2260.44,12/19/2018 9:00,,12/19/2018 9:00,2260.44
12/19/2018 10:00,2331,12/19/2018 10:00,,12/19/2018 10:00,2331
12/19/2018 11:00,2334.36,12/19/2018 11:00,,12/19/2018 11:00,2334.36
12/19/2018 12:00,2298.66,12/19/2018 12:00,,12/19/2018 12:00,2298.66
12/19/2018 13:00,2121,12/19/2018 13:00,,12/19/2018 13:00,2121
12/19/2018 14:00,2030.28,12/19/2018 14:00,,12/19/2018 14:00,2030.28
12/19/2018 15:00,2002.14,12/19/2018 15:00,,12/19/2018 15:00,2002.14
12/19/2018 16:00,1993.32,12/19/2018 16:00,,12/19/2018 16:00,1993.32
12/19/2018 17:00,2032.38,12/19/2018 17:00,,12/19/2018 17:00,2032.38
12/19/2018 18:00,2104.2,12/19/2018 18:00,,12/19/2018 18:00,2104.2
12/19/2018 19:00,2223.48,12/19/2018 19:00,,12/19/2018 19:00,2223.48
12/19/2018 20:00,2226.84,12/19/2018 20:00,,12/19/2018 20:00,2226.84
12/19/2018 21:00,2203.32,12/19/2018 21:00,,12/19/2018 21:00,2203.32
12/19/2018 22:00,2155.02,12/19/2018 22:00,,12/19/2018 22:00,2155.02
12/19/2018 23:00,1953.42,12/19/2018 23:00,,12/19/2018 23:00,1953.42
12/20/2018 0:00,1893.36,12/20/2018 0:00,,12/20/2018 0:00,1893.36
12/20/2018 1:00,1850.1,12/20/2018 1:00,,12/20/2018 1:00,1850.1
12/20/2018 2:00,1873.2,12/20/2018 2:00,,12/20/2018 2:00,1873.2
12/20/2018 3:00,1804.32,12/20/2018 3:00,,12/20/2018 3:00,1804.32
12/20/2018 4:00,1841.28,12/20/2018 4:00,,12/20/2018 4:00,1841.28
12/20/2018 5:00,1869.42,12/20/2018 5:00,,12/20/2018 5:00,1869.42
12/20/2018 6:00,1943.34,12/20/2018 6:00,,12/20/2018 6:00,1943.34
12/20/2018 7:00,1974.84,12/20/2018 7:00,,12/20/2018 7:00,1974.84
12/20/2018 8:00,1895.88,12/20/2018 8:00,,12/20/2018 8:00,1895.88
12/20/2018 9:00,2016.42,12/20/2018 9:00,,12/20/2018 9:00,2016.42
12/20/2018 10:00,2102.1,12/20/2018 10:00,,12/20/2018 10:00,2102.1
12/20/2018 11:00,2137.8,12/20/2018 11:00,,12/20/2018 11:00,2137.8
12/20/2018 12:00,2086.98,12/20/2018 12:00,,12/20/2018 12:00,2086.98
12/20/2018 13:00,1890,12/20/2018 13:00,,12/20/2018 13:00,1890
12/20/2018 14:00,1870.26,12/20/2018 14:00,,12/20/2018 14:00,1870.26
12/20/2018 15:00,1885.38,12/20/2018 15:00,,12/20/2018 15:00,1885.38
12/20/2018 16:00,1867.32,12/20/2018 16:00,,12/20/2018 16:00,1867.32
12/20/2018 17:00,1842.12,12/20/2018 17:00,,12/20/2018 17:00,1842.12
12/20/2018 18:00,1906.8,12/20/2018 18:00,,12/20/2018 18:00,1906.8
12/20/2018 19:00,1950.9,12/20/2018 19:00,,12/20/2018 19:00,1950.9
12/20/2018 20:00,1935.36,12/20/2018 20:00,,12/20/2018 20:00,1935.36
12/20/2018 21:00,1909.32,12/20/2018 21:00,,12/20/2018 21:00,1909.32
12/20/2018 22:00,1871.1,12/20/2018 22:00,,12/20/2018 22:00,1871.1
12/20/2018 23:00,1735.44,12/20/2018 23:00,,12/20/2018 23:00,1735.44
12/21/2018 0:00,1695.54,12/21/2018 0:00,,12/21/2018 0:00,1695.54
12/21/2018 1:00,1667.82,12/21/2018 1:00,,12/21/2018 1:00,1667.82
12/21/2018 2:00,1648.92,12/21/2018 2:00,,12/21/2018 2:00,1648.92
12/21/2018 3:00,1680,12/21/2018 3:00,,12/21/2018 3:00,1680
12/21/2018 4:00,1668.24,12/21/2018 4:00,,12/21/2018 4:00,1668.24
12/21/2018 5:00,1703.52,12/21/2018 5:00,,12/21/2018 5:00,1703.52
12/21/2018 6:00,1777.02,12/21/2018 6:00,,12/21/2018 6:00,1777.02
12/21/2018 7:00,1791.3,12/21/2018 7:00,,12/21/2018 7:00,1791.3
12/21/2018 8:00,1671.6,12/21/2018 8:00,,12/21/2018 8:00,1671.6
12/21/2018 9:00,1753.5,12/21/2018 9:00,,12/21/2018 9:00,1753.5
12/21/2018 10:00,1800.96,12/21/2018 10:00,,12/21/2018 10:00,1800.96
12/21/2018 11:00,1783.32,12/21/2018 11:00,,12/21/2018 11:00,1783.32
12/21/2018 12:00,1771.98,12/21/2018 12:00,,12/21/2018 12:00,1771.98
12/21/2018 13:00,1759.38,12/21/2018 13:00,,12/21/2018 13:00,1759.38
12/21/2018 14:00,1782.9,12/21/2018 14:00,,12/21/2018 14:00,1782.9
12/21/2018 15:00,1793.82,12/21/2018 15:00,,12/21/2018 15:00,1793.82
12/21/2018 16:00,1799.28,12/21/2018 16:00,,12/21/2018 16:00,1799.28
12/21/2018 17:00,1780.38,12/21/2018 17:00,,12/21/2018 17:00,1780.38
12/21/2018 18:00,1669.08,12/21/2018 18:00,,12/21/2018 18:00,1669.08
12/21/2018 19:00,1628.34,12/21/2018 19:00,,12/21/2018 19:00,1628.34
12/21/2018 20:00,1619.52,12/21/2018 20:00,,12/21/2018 20:00,1619.52
12/21/2018 21:00,1611.12,12/21/2018 21:00,,12/21/2018 21:00,1611.12
12/21/2018 22:00,1569.54,12/21/2018 22:00,,12/21/2018 22:00,1569.54
12/21/2018 23:00,1438.92,12/21/2018 23:00,,12/21/2018 23:00,1438.92
12/22/2018 0:00,1344.84,12/22/2018 0:00,,12/22/2018 0:00,1344.84
12/22/2018 1:00,1330.56,12/22/2018 1:00,,12/22/2018 1:00,1330.56
12/22/2018 2:00,1336.44,12/22/2018 2:00,,12/22/2018 2:00,1336.44
12/22/2018 3:00,1324.26,12/22/2018 3:00,,12/22/2018 3:00,1324.26
12/22/2018 4:00,1328.04,12/22/2018 4:00,,12/22/2018 4:00,1328.04
12/22/2018 5:00,1385.58,12/22/2018 5:00,,12/22/2018 5:00,1385.58
12/22/2018 6:00,1455.3,12/22/2018 6:00,,12/22/2018 6:00,1455.3
12/22/2018 7:00,1437.24,12/22/2018 7:00,,12/22/2018 7:00,1437.24
12/22/2018 8:00,1468.32,12/22/2018 8:00,,12/22/2018 8:00,1468.32
12/22/2018 9:00,1549.38,12/22/2018 9:00,,12/22/2018 9:00,1549.38
12/22/2018 10:00,1632.54,12/22/2018 10:00,,12/22/2018 10:00,1632.54
12/22/2018 11:00,1665.3,12/22/2018 11:00,,12/22/2018 11:00,1665.3
12/22/2018 12:00,1695.96,12/22/2018 12:00,,12/22/2018 12:00,1695.96
12/22/2018 13:00,1677.9,12/22/2018 13:00,,12/22/2018 13:00,1677.9
12/22/2018 14:00,1753.92,12/22/2018 14:00,,12/22/2018 14:00,1753.92
12/22/2018 15:00,1736.28,12/22/2018 15:00,,12/22/2018 15:00,1736.28
12/22/2018 16:00,1729.98,12/22/2018 16:00,,12/22/2018 16:00,1729.98
12/22/2018 17:00,1842.54,12/22/2018 17:00,,12/22/2018 17:00,1842.54
12/22/2018 18:00,1883.7,12/22/2018 18:00,,12/22/2018 18:00,1883.7
12/22/2018 19:00,1874.46,12/22/2018 19:00,,12/22/2018 19:00,1874.46
12/22/2018 20:00,1897.56,12/22/2018 20:00,,12/22/2018 20:00,1897.56
12/22/2018 21:00,1968.96,12/22/2018 21:00,,12/22/2018 21:00,1968.96
12/22/2018 22:00,1956.36,12/22/2018 22:00,,12/22/2018 22:00,1956.36
12/22/2018 23:00,1852.62,12/22/2018 23:00,,12/22/2018 23:00,1852.62
12/23/2018 0:00,1782.48,12/23/2018 0:00,,12/23/2018 0:00,1782.48
12/23/2018 1:00,1791.3,12/23/2018 1:00,,12/23/2018 1:00,1791.3
12/23/2018 2:00,1775.76,12/23/2018 2:00,,12/23/2018 2:00,1775.76
12/23/2018 3:00,1791.72,12/23/2018 3:00,,12/23/2018 3:00,1791.72
12/23/2018 4:00,1829.94,12/23/2018 4:00,,12/23/2018 4:00,1829.94
12/23/2018 5:00,2124.78,12/23/2018 5:00,,12/23/2018 5:00,2124.78
12/23/2018 6:00,2243.64,12/23/2018 6:00,,12/23/2018 6:00,2243.64
12/23/2018 7:00,2416.68,12/23/2018 7:00,,12/23/2018 7:00,2416.68
12/23/2018 8:00,2611.14,12/23/2018 8:00,,12/23/2018 8:00,2611.14
12/23/2018 9:00,2933.7,12/23/2018 9:00,,12/23/2018 9:00,2933.7
12/23/2018 10:00,3140.34,12/23/2018 10:00,,12/23/2018 10:00,3140.34
12/23/2018 11:00,3343.2,12/23/2018 11:00,,12/23/2018 11:00,3343.2
12/23/2018 12:00,3745.56,12/23/2018 12:00,,12/23/2018 12:00,3745.56
12/23/2018 13:00,3767.82,12/23/2018 13:00,,12/23/2018 13:00,3767.82
12/23/2018 14:00,4002.18,12/23/2018 14:00,,12/23/2018 14:00,4002.18
12/23/2018 15:00,4121.46,12/23/2018 15:00,,12/23/2018 15:00,4121.46
12/23/2018 16:00,4010.16,12/23/2018 16:00,,12/23/2018 16:00,4010.16
12/23/2018 17:00,3570,12/23/2018 17:00,,12/23/2018 17:00,3570
12/23/2018 18:00,3010.14,12/23/2018 18:00,,12/23/2018 18:00,3010.14
12/23/2018 19:00,2737.56,12/23/2018 19:00,,12/23/2018 19:00,2737.56
12/23/2018 20:00,2583.42,12/23/2018 20:00,,12/23/2018 20:00,2583.42
12/23/2018 21:00,2470.02,12/23/2018 21:00,,12/23/2018 21:00,2470.02
12/23/2018 22:00,2441.88,12/23/2018 22:00,,12/23/2018 22:00,2441.88
12/23/2018 23:00,2298.66,12/23/2018 23:00,,12/23/2018 23:00,2298.66
12/24/2018 0:00,2265.48,12/24/2018 0:00,,12/24/2018 0:00,2265.48
12/24/2018 1:00,2182.74,12/24/2018 1:00,,12/24/2018 1:00,2182.74
12/24/2018 2:00,2186.1,12/24/2018 2:00,,12/24/2018 2:00,2186.1
12/24/2018 3:00,2159.64,12/24/2018 3:00,,12/24/2018 3:00,2159.64
12/24/2018 4:00,2128.14,12/24/2018 4:00,,12/24/2018 4:00,2128.14
12/24/2018 5:00,2207.94,12/24/2018 5:00,,12/24/2018 5:00,2207.94
12/24/2018 6:00,2286.48,12/24/2018 6:00,,12/24/2018 6:00,2286.48
12/24/2018 7:00,2313.78,12/24/2018 7:00,,12/24/2018 7:00,2313.78
12/24/2018 8:00,2356.2,12/24/2018 8:00,,12/24/2018 8:00,2356.2
